Idx, longitude, latitude, start timestamp
0,0.732902,0.626957,16.752066
1,0.718486,0.611432,249.615799
2,0.622747,0.527547,632.236511
3,0.585167,0.381240,1031.600708
4,0.558223,0.436729,1231.213623
5,0.557875,0.432782,1347.671631
6,0.482485,0.446432,1680.415405
7,0.466446,0.425014,1830.228149
8,0.468708,0.416800,1929.967773
9,0.473729,0.384156,2079.719727
10,0.456360,0.355539,2878.307617
11,0.435349,0.624203,3344.157227
12,0.415857,0.712766,3577.192383
13,0.369909,0.804461,4026.325928
14,0.477099,0.858941,4325.783691
15,0.437582,0.854067,4558.758789
16,0.244615,0.467497,5773.297852
17,0.222558,0.454442,6455.359375
18,0.225218,0.457529,6538.630371
19,0.328568,0.845754,8701.448242
20,0.227739,0.483393,10614.821289
21,0.562226,0.418722,17219.972656
22,0.566430,0.415997,17469.509766
23,0.633168,0.534980,18268.099609
24,0.636564,0.536232,18434.486328
25,0.807905,0.471071,19915.173828
26,0.823684,0.486558,20397.707031
27,0.842492,0.489523,20680.595703
28,0.853562,0.495933,20880.152344
29,0.962445,0.816304,22876.750000
0,0.767185,0.521538,33.366718
1,0.802060,0.552828,482.468567
2,0.677125,0.534592,1081.470703
3,0.614577,0.538254,1530.675537
4,0.618146,0.546217,1630.496704
5,0.612442,0.547111,1830.232422
6,0.616446,0.555458,2013.136230
7,0.621141,0.560877,2112.959717
8,0.567185,0.419934,2795.170654
9,0.573791,0.408313,2994.840332
10,0.612682,0.348751,3227.651855
11,0.597833,0.345551,3360.838867
12,0.471501,0.377555,4159.432617
13,0.480763,0.372805,4458.962891
14,0.503591,0.386682,4824.930176
15,0.504055,0.586024,5107.768555
16,0.486284,0.655326,5290.753418
17,0.468712,0.692094,5507.030762
18,0.539003,0.725359,6222.519531
19,0.558398,0.634312,6605.235840
20,0.593480,0.558501,6937.855957
21,0.637138,0.504075,7320.596680
22,0.625703,0.444679,7769.827637
23,0.462760,0.401990,8368.748047
24,0.335596,0.608754,8950.950195
25,0.321466,0.429664,9616.608398
26,0.241575,0.468260,9832.900391
27,0.218403,0.457028,10032.562500
28,0.224941,0.494197,10531.585938
29,0.299807,0.445882,10814.537109
30,0.346712,0.430074,11047.373047
31,0.944749,0.522232,13160.387695
32,0.998750,0.512117,13409.971680
33,0.964036,0.724310,13909.020508
34,0.262219,0.505440,15622.863281
35,0.261295,0.499705,15722.534180
36,0.299241,0.490745,15938.952148
37,0.242227,0.550000,16404.740234
38,0.230021,0.545593,16654.216797
39,0.188079,0.442028,16986.976562
40,0.063539,0.655381,17619.236328
41,0.023259,0.640627,18101.781250
42,0.104748,0.436832,18650.822266
43,0.110038,0.448391,18833.882812
44,0.128727,0.506183,19083.314453
45,0.953016,0.626380,19848.720703
46,0.958363,0.592285,20214.685547
47,0.886320,0.512686,20497.541016
48,0.828028,0.487351,20913.408203
49,0.839852,0.566133,21445.914062
50,0.813368,0.459743,21928.390625
51,0.872302,0.509361,22194.517578
52,0.846124,0.554013,22776.900391
53,0.860220,0.490520,23276.060547
54,0.784869,0.508306,23608.748047
55,0.641737,0.486895,24191.179688
56,0.614294,0.494558,24490.496094
57,0.616793,0.375510,24790.050781
0,0.741062,0.582555,99.749153
1,0.835868,0.474239,548.978882
2,0.702080,0.940558,1397.452393
3,0.685717,0.344705,2046.288086
4,0.585856,0.283922,2811.693359
5,0.590436,0.296948,3027.909912
6,0.579844,0.305026,3161.004639
7,0.591990,0.323058,3460.551758
8,0.567083,0.389750,3676.776611
9,0.572649,0.369035,3876.504395
10,0.544937,0.633039,4192.604980
11,0.518404,0.734523,5090.981445
12,0.468314,0.548996,5357.195801
13,0.445101,0.419881,5540.199219
14,0.521401,0.793088,6189.080566
15,0.465966,0.444533,6704.764648
16,0.452236,0.307013,7004.255859
17,0.391438,0.141253,7420.241211
18,0.515667,0.152772,7736.225098
19,0.591073,0.404059,8468.328125
20,0.884100,0.524149,9716.189453
21,0.936985,0.364090,10215.280273
22,0.060717,0.484809,10930.629883
23,0.118073,0.429891,11246.786133
24,0.115608,0.433285,11463.034180
25,0.097336,0.700531,12128.684570
26,0.213908,0.556486,12428.005859
27,0.236633,0.511195,13026.956055
28,0.244609,0.429890,13226.561523
29,0.277843,0.410282,13576.101562
30,0.123514,0.499149,14424.522461
31,0.124592,0.482157,14574.308594
32,0.971226,0.552622,15788.766602
33,0.871311,0.919101,17069.861328
34,0.807832,0.408856,17901.685547
35,0.857664,0.555328,18118.033203
36,0.650935,0.428944,19016.429688
37,0.659059,0.422926,19116.199219
38,0.644860,0.336740,19315.929688
39,0.638884,0.532877,20114.494141
40,0.625416,0.547208,20330.714844
41,0.555650,0.425509,20497.193359
42,0.607817,0.303221,21012.875000
43,0.563894,0.429340,21312.363281
44,0.466672,0.371452,21595.306641
45,0.455314,0.319077,21894.679688
46,0.618868,0.554726,22476.916016
47,0.629228,0.625449,22809.646484
48,0.532077,0.688101,23375.414062
49,0.476176,0.681823,23608.298828
50,0.449412,0.791377,23941.033203
51,0.397470,0.846105,24440.240234
52,0.347243,0.890844,24939.400391
0,0.830477,0.416561,482.561188
1,0.705303,0.296706,782.000671
2,0.680005,0.284925,915.142273
3,0.684348,0.252873,1081.500854
4,0.659416,0.318869,1247.853027
5,0.612945,0.325271,1497.517334
6,0.580806,0.320948,1647.264526
7,0.575871,0.293308,1863.554932
8,0.579320,0.273066,2079.751465
9,0.555884,0.360579,2329.462158
10,0.683254,0.812491,2895.000977
11,0.572648,0.803661,3227.711426
12,0.577705,0.706678,3510.600586
13,0.619825,0.619633,3676.944336
14,0.624857,0.546291,3876.627441
15,0.627889,0.495107,4109.582520
16,0.550948,0.369061,4442.322266
17,0.553765,0.309137,4641.929688
18,0.578612,0.237652,4808.430664
19,0.579775,0.221831,4958.063965
20,0.400282,0.163783,5989.600098
21,0.350113,0.207813,6305.756836
22,0.473799,0.410554,6921.336914
23,0.470233,0.399172,7087.703613
24,0.470889,0.783622,8102.568848
25,0.500330,0.799295,8269.006836
26,0.558325,0.772799,8734.841797
27,0.371823,0.782854,9250.630859
28,0.301191,0.677125,9466.954102
29,0.193542,0.447430,10481.842773
30,0.199232,0.419031,10664.753906
31,0.149632,0.393161,10914.404297
32,0.077104,0.416094,11529.962891
33,0.066984,0.407753,11812.764648
34,0.139920,0.446566,12062.330078
35,0.042911,0.522187,12361.882812
36,0.043416,0.521402,12611.356445
37,0.997924,0.522663,13010.754883
38,0.953018,0.517681,13343.442383
39,0.895144,0.373128,14092.173828
40,0.867221,0.449405,14790.975586
41,0.845878,0.531889,15290.089844
42,0.859607,0.521808,15805.837891
43,0.982408,0.420500,16205.088867
44,0.025907,0.264142,16654.351562
45,0.941572,0.289035,16937.158203
46,0.013001,0.226922,17136.904297
47,0.203246,0.370726,18168.390625
48,0.207555,0.343154,18318.197266
49,0.254972,0.444999,18917.035156
50,0.303489,0.421062,19083.513672
51,0.478901,0.294770,20364.511719
52,0.456691,0.335062,21346.132812
53,0.531986,0.186402,21629.003906
54,0.493865,0.165996,21812.003906
55,0.402780,0.164150,22427.576172
56,0.484500,0.139456,22627.363281
57,0.524738,0.148457,22843.484375
58,0.431210,0.169613,23159.587891
59,0.662350,0.291473,23608.802734
60,0.766062,0.326770,24706.917969
0,0.827503,0.483987,416.007935
1,0.672054,0.545713,964.997681
2,0.579737,0.509135,1796.838867
3,0.615914,0.348300,2096.408691
4,0.610173,0.327067,2279.431641
5,0.591850,0.588451,2911.539307
6,0.562153,0.646743,3161.209229
7,0.574128,0.691488,3410.652100
8,0.651108,0.478142,3859.924072
9,0.573846,0.577654,4325.770020
10,0.586442,0.649783,4608.726562
11,0.584760,0.693189,4824.890625
12,0.579655,0.711972,5157.710938
13,0.924344,0.532402,6155.853516
14,0.852860,0.522797,6372.175781
15,0.992692,0.473519,6954.500488
16,0.014078,0.400996,7154.140625
17,0.016437,0.337584,7420.435059
18,0.015873,0.286372,7653.216797
19,0.964408,0.265366,7936.138184
20,0.938108,0.264263,8152.314453
21,0.948694,0.270679,8368.715820
22,0.955507,0.498169,8884.507812
23,0.897741,0.313390,9267.052734
24,0.879708,0.304677,9483.423828
25,0.816200,0.479714,9716.346680
26,0.861659,0.498177,10015.848633
27,0.081234,0.600879,10980.889648
28,0.082476,0.640193,11296.881836
29,0.096879,0.434195,11629.644531
30,0.203786,0.416332,12128.774414
31,0.260685,0.497220,12428.321289
32,0.286672,0.464732,12894.112305
33,0.284290,0.504472,13077.119141
34,0.344151,0.447415,13360.043945
35,0.342664,0.610737,13725.968750
36,0.337929,0.458686,14075.425781
37,0.330041,0.427624,14275.047852
38,0.433857,0.340116,14857.382812
39,0.467407,0.314862,15056.937500
40,0.457298,0.305198,15223.315430
41,0.450689,0.311608,15472.963867
42,0.469880,0.590948,16105.235352
43,0.435444,0.508614,16321.454102
44,0.457195,0.684449,16687.460938
45,0.474179,0.716655,16837.197266
46,0.440174,0.765775,17120.123047
47,0.349028,0.706564,17635.808594
48,0.360538,0.724343,17902.070312
49,0.306723,0.632767,18168.199219
50,0.353528,0.595997,18467.703125
51,0.370341,0.714066,18767.255859
52,0.452536,0.765099,18983.367188
53,0.485084,0.722912,19199.835938
54,0.529778,0.718635,19366.005859
55,0.464228,0.711160,19665.554688
56,0.249014,0.617824,20247.955078
57,0.208307,0.517499,20713.789062
58,0.159553,0.439011,20896.703125
59,0.168213,0.417766,21112.953125
60,0.240371,0.481095,21445.740234
61,0.239969,0.433366,21612.261719
62,0.224675,0.521241,21828.503906
63,0.331474,0.427394,22427.433594
64,0.262281,0.489274,22743.435547
65,0.267322,0.445752,23292.580078
66,0.171701,0.428669,23575.480469
67,0.138356,0.468598,23775.082031
68,0.048192,0.616608,24357.367188
69,0.007493,0.457450,24673.396484
0,0.754832,0.504360,316.031525
1,0.715342,0.326049,632.225525
2,0.699182,0.357941,964.975464
3,0.614287,0.350296,1330.993408
4,0.603181,0.344988,1480.706909
5,0.572071,0.392410,1830.044067
6,0.571995,0.304272,2346.013428
7,0.604754,0.351285,2562.212158
8,0.639922,0.507998,2811.660400
9,0.642254,0.560735,3077.942871
10,0.637119,0.578367,3177.773438
11,0.591534,0.572355,3510.536133
12,0.573579,0.634420,3776.678711
13,0.538365,0.654381,4026.246826
14,0.561538,0.693732,4292.610352
15,0.503899,0.671944,4608.675781
16,0.485339,0.474942,5140.975586
17,0.478403,0.381107,5290.760742
18,0.477545,0.383713,5373.940918
19,0.473002,0.352085,5540.232422
20,0.504124,0.364349,5823.123047
21,0.482782,0.362578,6056.057129
22,0.471819,0.355187,6272.346680
23,0.513002,0.359077,6621.756348
24,0.383864,0.658807,7137.439453
25,0.315108,0.450442,7503.433594
26,0.306343,0.592427,7886.226074
27,0.303598,0.622676,8085.801270
28,0.313119,0.674527,8252.224609
29,0.316024,0.754515,8418.536133
30,0.305063,0.758683,8701.409180
31,0.439186,0.786855,9350.329102
32,0.482525,0.724682,9583.195312
33,0.572428,0.567721,10148.960938
34,0.599230,0.392988,10681.270508
35,0.641184,0.349738,11113.787109
36,0.649884,0.472859,11363.421875
37,0.647515,0.456425,11563.023438
38,0.840634,0.491809,12145.457031
39,0.867655,0.483187,12395.010742
40,0.925952,0.393307,12794.211914
41,0.937333,0.391969,12960.586914
42,0.946499,0.391948,13126.961914
43,0.028970,0.470100,13975.481445
44,0.114778,0.432291,14707.569336
45,0.063502,0.659315,15472.913086
46,0.078796,0.652245,15689.182617
47,0.101318,0.668110,15905.407227
48,0.278519,0.465190,17103.406250
49,0.227387,0.520979,17419.544922
50,0.131338,0.448107,19382.757812
51,0.998443,0.343041,20297.705078
52,0.964959,0.463484,21096.335938
53,0.952956,0.462184,21246.080078
54,0.846274,0.515674,21761.802734
55,0.846868,0.531605,22061.349609
56,0.835157,0.538609,22261.080078
57,0.659880,0.740465,24340.679688
58,0.762609,0.896205,24956.246094
0,0.746944,0.488461,66.557854
1,0.811801,0.514797,316.111877
2,0.835947,0.478411,582.309937
3,0.700579,0.384411,1031.567627
4,0.658118,0.352885,1214.595703
5,0.595453,0.319070,1464.155518
6,0.604740,0.316248,1680.403320
7,0.593428,0.336530,2246.102783
8,0.567927,0.408696,2479.029541
9,0.547028,0.687065,3177.798096
10,0.449862,0.406089,3810.055176
11,0.435836,0.385135,4009.721191
12,0.457399,0.374863,4292.491699
13,0.605580,0.325309,4675.236328
14,0.591801,0.325883,4775.024414
15,0.597090,0.348148,5091.121582
16,0.609665,0.657437,5440.484863
17,0.621506,0.553874,5606.958496
18,0.630467,0.522017,5823.214844
19,0.521081,0.683594,6588.502441
20,0.466716,0.798266,7154.200195
21,0.514306,0.843968,7570.174316
22,0.356058,0.706114,7952.856934
23,0.298751,0.684550,8252.241211
24,0.281781,0.683045,8435.319336
25,0.284112,0.598757,8934.375977
26,0.308855,0.612316,9350.343750
27,0.434679,0.364911,10049.111328
28,0.461386,0.275381,10714.604492
29,0.402942,0.280825,11064.005859
30,0.384889,0.226547,11496.597656
31,0.396618,0.253826,11613.034180
32,0.469092,0.238308,11845.960938
33,0.509939,0.228388,12012.339844
34,0.604599,0.347624,12528.114258
35,0.600262,0.370966,12627.933594
36,0.606351,0.331966,12860.868164
37,0.934626,0.502025,14275.042969
38,0.917044,0.371693,14641.104492
39,0.847826,0.486497,15389.771484
40,0.055740,0.425818,16088.567383
41,0.104284,0.436033,16288.216797
42,0.086840,0.587501,16604.324219
43,0.083429,0.641809,17053.519531
44,0.134817,0.625283,17253.189453
45,0.093514,0.429973,17785.589844
46,0.087317,0.416768,17935.316406
47,0.205417,0.405748,18351.251953
48,0.208317,0.642901,18800.476562
49,0.227974,0.538829,19183.146484
50,0.252887,0.485648,19366.138672
51,0.276153,0.449611,19549.162109
52,0.292720,0.444838,19732.167969
53,0.342500,0.428427,20813.648438
54,0.344955,0.411895,20930.093750
55,0.340235,0.479100,21113.099609
56,0.237759,0.454669,21595.587891
57,0.134100,0.468957,22211.179688
58,0.073078,0.648375,22826.777344
59,0.035405,0.648634,23093.001953
60,0.026274,0.658703,23475.638672
61,0.033777,0.642365,23675.287109
62,0.046443,0.642891,23924.851562
63,0.012134,0.449450,24174.419922
64,0.954865,0.437759,24573.742188
0,0.736559,0.472634,282.842499
1,0.713811,0.391879,565.692261
2,0.616396,0.325380,1098.139771
3,0.594853,0.297696,1281.094116
4,0.584504,0.313573,1480.760498
5,0.615495,0.554805,1746.984741
6,0.622196,0.529994,1880.100220
7,0.621973,0.607724,2113.018066
8,0.632320,0.591720,2412.509033
9,0.588092,0.603600,2695.295410
10,0.561818,0.402502,3111.301270
11,0.564809,0.366388,3327.548340
12,0.521742,0.338199,3660.305420
13,0.499300,0.196878,4026.332764
14,0.485790,0.141072,4176.069824
15,0.457022,0.122522,4342.443848
16,0.418659,0.114884,4542.135742
17,0.382492,0.119618,4708.436523
18,0.467782,0.212948,5124.480957
19,0.501758,0.212132,5307.428711
20,0.500254,0.199218,5423.939453
21,0.392591,0.183835,5623.555664
22,0.411715,0.196240,6022.848633
23,0.462417,0.359045,6189.195312
24,0.467625,0.339178,6355.604980
25,0.465951,0.323156,6455.385742
26,0.502009,0.324265,6638.461914
27,0.480786,0.327937,7037.722656
28,0.426600,0.579737,7387.125000
29,0.412391,0.673831,7570.130371
30,0.407491,0.741869,7769.788086
31,0.471608,0.795956,8052.625000
32,0.465008,0.715378,8451.923828
33,0.427617,0.637813,8634.924805
34,0.312644,0.371211,9117.418945
35,0.319730,0.364930,9317.069336
36,0.248638,0.426259,9749.640625
37,0.202219,0.438834,10032.518555
38,0.184294,0.381350,10282.044922
39,0.180846,0.328807,10498.346680
