Idx, longitude, latitude, start timestamp
0,0.740575,0.501921,332.816620
1,0.765139,0.288717,898.497070
2,0.777382,0.293118,1447.491333
3,0.839929,0.216538,2162.962891
4,0.044671,0.494842,2845.145508
5,0.042271,0.483274,2994.876709
6,0.498904,0.491504,4708.472656
7,0.382885,0.485846,5706.664062
8,0.532228,0.650548,6305.651367
9,0.417403,0.634088,6838.103027
10,0.576340,0.479335,8102.625488
11,0.567264,0.488558,8651.637695
12,0.686420,0.483633,9350.424805
13,0.712254,0.480458,9500.154297
14,0.685589,0.472989,9816.233398
15,0.688354,0.468756,10148.965820
16,0.675819,0.474830,10564.845703
17,0.187780,0.425842,11879.221680
18,0.291755,0.492446,12827.598633
19,0.315746,0.504268,13093.793945
20,0.258081,0.485642,13376.680664
21,0.222492,0.479977,13825.780273
22,0.185246,0.417707,14857.424805
23,0.181530,0.683364,15805.786133
24,0.209301,0.704747,16787.388672
25,0.180843,0.682130,17353.007812
26,0.188633,0.425453,18268.058594
27,0.185965,0.447187,18567.617188
28,0.076419,0.495592,19848.705078
29,0.924678,0.482000,21013.261719
30,0.954045,0.476261,21346.021484
31,0.943934,0.488067,21828.498047
32,0.761595,0.295193,23292.654297
33,0.773038,0.291881,23525.470703
34,0.896045,0.216267,24540.468750
35,0.874442,0.178373,24856.597656
0,0.725510,0.538010,16.773302
1,0.713965,0.516447,299.530884
2,0.764876,0.381728,748.738708
3,0.753386,0.242859,1048.284058
4,0.785002,0.242864,1264.591187
5,0.789954,0.293096,1447.522583
6,0.776479,0.292744,1730.367676
7,0.833011,0.290231,2046.554932
8,0.884310,0.275609,2312.694336
9,0.541799,0.392441,3077.904541
10,0.536213,0.330672,3310.898682
11,0.495952,0.436633,3593.792236
12,0.452267,0.450943,3893.187744
13,0.407135,0.488994,4076.304932
14,0.368477,0.506667,4442.279785
15,0.317028,0.507194,4824.902344
16,0.282410,0.446881,5007.865723
17,0.280761,0.380538,5290.775879
18,0.247601,0.480810,5656.750488
19,0.210756,0.472065,5906.383789
20,0.181035,0.470691,6155.875977
21,0.156421,0.450406,6338.922852
22,0.150460,0.455000,6621.684082
23,0.288188,0.493054,6904.629883
24,0.296484,0.375230,7253.954590
25,0.303090,0.356566,7470.139160
26,0.305766,0.529965,7852.917480
27,0.249268,0.498684,8119.095215
28,0.392566,0.492857,8668.104492
29,0.442005,0.483151,8934.247070
30,0.505069,0.488972,9416.756836
31,0.541002,0.485645,9666.376953
32,0.584192,0.489627,9965.874023
33,0.526148,0.646739,10498.285156
34,0.509102,0.653045,10681.164062
35,0.531236,0.707371,10930.841797
36,0.516869,0.654861,11513.103516
37,0.450738,0.735940,11812.539062
38,0.449439,0.829647,12078.804688
39,0.537059,0.649507,12661.004883
40,0.559073,0.647769,12977.152344
41,0.694470,0.501772,13526.292969
42,0.721108,0.485828,13825.711914
43,0.717404,0.485597,14008.799805
44,0.710728,0.437025,14358.148438
45,0.791513,0.310932,14824.037109
46,0.792344,0.306821,15106.779297
47,0.904902,0.269130,15422.956055
48,0.879622,0.210188,15655.835938
49,0.877623,0.133623,15905.287109
50,0.885404,0.110467,16021.811523
51,0.856842,0.103735,16238.143555
52,0.320762,0.029953,16720.638672
53,0.082892,0.509470,18417.646484
54,0.152637,0.486892,18816.845703
55,0.212229,0.491593,19316.140625
56,0.198008,0.584294,19615.388672
57,0.196875,0.465825,19781.810547
58,0.205790,0.710023,20181.207031
59,0.231237,0.713740,20813.363281
60,0.076347,0.801650,21079.462891
61,0.029500,0.822862,21279.253906
62,0.998293,0.765952,21595.357422
63,0.960646,0.538310,22111.089844
64,0.971394,0.542910,22327.322266
65,0.918860,0.509980,22543.546875
66,0.927703,0.484443,22859.695312
67,0.781413,0.539417,23392.187500
68,0.607674,0.499399,24423.656250
0,0.766742,0.504328,299.526733
1,0.813907,0.454247,598.989868
2,0.790060,0.286879,881.952820
3,0.775651,0.279847,1014.897034
4,0.760667,0.282375,1197.963867
5,0.975876,0.506426,2196.216797
6,0.940326,0.514054,2778.478516
7,0.935203,0.518336,2961.520752
8,0.033660,0.443634,3194.483643
9,0.034957,0.434673,3344.182373
10,0.992985,0.089375,4209.289551
11,0.514896,0.642169,5324.101074
12,0.552381,0.504774,5540.362793
13,0.508604,0.659498,5806.623535
14,0.545620,0.715562,6072.810059
15,0.448519,0.758246,6305.664062
16,0.519485,0.834023,6621.785645
17,0.491965,0.712383,7154.173828
18,0.469257,0.663801,7320.540527
19,0.490069,0.471489,8036.037109
20,0.901099,0.501176,9649.826172
21,0.096194,0.501365,10681.371094
22,0.068154,0.490708,11197.076172
23,0.065327,0.496453,11363.406250
24,0.975996,0.475192,11829.324219
25,0.997575,0.469530,12028.948242
26,0.185155,0.708798,12927.500000
27,0.210580,0.714342,13310.016602
28,0.343113,0.720037,13576.263672
29,0.371546,0.691873,13825.904297
30,0.292168,0.451174,14291.604492
31,0.295838,0.375178,14424.758789
32,0.309455,0.487770,14807.489258
33,0.305140,0.367483,15156.905273
34,0.302517,0.342764,15339.943359
35,0.171189,0.466988,16038.570312
36,0.180709,0.428339,16205.006836
37,0.277091,0.514561,16471.248047
38,0.324673,0.526879,16720.769531
39,0.318832,0.511933,16937.130859
40,0.289488,0.497867,17186.613281
41,0.298431,0.385162,17519.330078
42,0.315347,0.428982,17985.167969
43,0.314675,0.423545,18367.992188
44,0.306210,0.352289,18833.689453
45,0.322512,0.451640,19399.449219
46,0.337131,0.501594,19615.660156
47,0.362863,0.516030,19865.291016
48,0.346907,0.492287,20314.515625
49,0.283789,0.407904,20530.740234
50,0.297078,0.403611,20680.566406
51,0.285654,0.439748,20846.892578
52,0.288630,0.399694,21495.763672
53,0.280981,0.399743,21778.652344
54,0.230240,0.483282,21944.974609
55,0.196531,0.495502,22127.962891
56,0.211353,0.479448,23176.068359
57,0.206764,0.488934,23492.228516
58,0.185952,0.472846,23941.494141
59,0.187696,0.477562,24124.466797
60,0.197625,0.478532,24640.181641
0,0.747991,0.479856,232.999863
1,0.750877,0.539639,416.026947
2,0.759818,0.470949,698.869690
3,0.775054,0.609402,898.508850
4,0.788124,0.272725,1247.906128
5,0.801698,0.200997,1464.156494
6,0.776275,0.180657,1763.665283
7,0.773201,0.198567,1863.486694
8,0.779612,0.237917,2878.353027
9,0.792384,0.261284,4142.841797
10,0.804568,0.585644,4542.147461
11,0.700372,0.511713,5290.837402
12,0.679809,0.464083,5457.200195
13,0.633470,0.469588,5723.394531
14,0.610237,0.461916,5956.306152
15,0.562101,0.453649,6455.427734
16,0.545365,0.456229,6671.736328
17,0.536217,0.453708,6771.547852
18,0.566792,0.657434,7004.472656
