Idx, longitude, latitude, start timestamp
0,0.750222,0.475225,0.012717
1,0.749866,0.476655,266.277374
2,0.749897,0.494453,515.884766
3,0.747028,0.528366,765.339600
4,0.743319,0.568642,1014.988037
5,0.729076,0.599617,1264.510620
6,0.689707,0.634240,1514.122070
7,0.643958,0.673385,1763.599609
8,0.613838,0.695743,2013.245850
9,0.587981,0.707221,2262.691650
10,0.575624,0.715664,2512.364258
11,0.570321,0.716165,2761.861572
12,0.566166,0.716592,3011.465332
13,0.561464,0.715625,3261.075439
14,0.555991,0.713885,3510.563721
15,0.546276,0.714715,3760.212646
16,0.531032,0.715061,4009.677734
17,0.517917,0.715270,4259.337402
18,0.507838,0.715829,4508.829590
19,0.498060,0.700535,4758.427734
20,0.491921,0.651435,5007.920410
21,0.492154,0.578266,5257.566406
22,0.497496,0.518675,5507.023438
23,0.501553,0.488133,5756.682129
24,0.503055,0.485908,6006.291504
25,0.507324,0.450548,6255.809570
26,0.524605,0.374343,6505.381836
27,0.541312,0.322163,6754.895996
28,0.553284,0.278803,7004.514648
29,0.554904,0.256550,7253.970703
30,0.555241,0.259340,7503.601074
31,0.559234,0.265101,7753.178711
32,0.568938,0.270410,8002.764160
33,0.596443,0.290594,8252.204102
34,0.649194,0.331305,8501.928711
35,0.713325,0.377904,8751.432617
36,0.768058,0.407988,9000.938477
37,0.821984,0.439145,9250.638672
38,0.876723,0.476632,9500.054688
39,0.928346,0.496900,9766.383789
40,0.970809,0.499905,10015.843750
41,0.006082,0.506869,10265.468750
42,0.046480,0.508993,10514.907227
43,0.094668,0.517466,10764.580078
44,0.125750,0.526381,11014.115234
45,0.148536,0.528257,11263.686523
46,0.166308,0.534087,11513.142578
47,0.178512,0.542219,11762.806641
48,0.180601,0.561373,12012.419922
49,0.177237,0.580724,12261.928711
50,0.171807,0.587683,12511.621094
51,0.170615,0.583576,12761.078125
52,0.171619,0.562942,13010.636719
53,0.172300,0.547362,13260.155273
54,0.171779,0.538966,13509.749023
55,0.170828,0.536551,13759.229492
56,0.168934,0.534605,14008.917969
57,0.165622,0.532262,14258.391602
58,0.160193,0.530696,14508.060547
59,0.148474,0.527405,14757.606445
60,0.130677,0.524802,15007.166992
61,0.109804,0.525790,15256.741211
62,0.088693,0.528645,15506.203125
63,0.070741,0.533003,15755.810547
64,0.050799,0.537610,16005.419922
65,0.030160,0.542438,16254.973633
66,0.010354,0.547966,16504.490234
67,0.987403,0.551579,16754.099609
68,0.969514,0.550850,17003.597656
69,0.953550,0.550451,17253.167969
70,0.938294,0.551078,17502.716797
71,0.924280,0.553642,17752.285156
72,0.935971,0.552996,18001.998047
73,0.964899,0.557893,18251.451172
74,0.985213,0.560927,18501.074219
75,0.008501,0.561070,18750.564453
76,0.022201,0.559703,19000.166016
77,0.033932,0.559108,19266.251953
78,0.021462,0.563517,19515.908203
79,0.976183,0.571261,19765.414062
80,0.949366,0.570968,20015.050781
81,0.912766,0.563855,20264.634766
82,0.851171,0.548235,20514.193359
83,0.766952,0.523322,20763.722656
84,0.690642,0.511239,21013.242188
85,0.628840,0.494738,21262.923828
86,0.558013,0.490265,21512.341797
87,0.493661,0.494550,21761.996094
88,0.458540,0.485248,22011.457031
89,0.438248,0.471880,22261.144531
90,0.414038,0.469371,22510.572266
91,0.382097,0.475465,22760.253906
92,0.353427,0.476611,23009.687500
93,0.323500,0.479267,23259.388672
94,0.288963,0.490862,23508.982422
95,0.248652,0.493281,23758.429688
96,0.219272,0.494184,24008.162109
97,0.214556,0.496394,24257.595703
98,0.221387,0.501174,24507.255859
99,0.228300,0.515948,24756.664062
0,0.750691,0.522210,0.001341
1,0.746417,0.522195,266.310303
2,0.721004,0.513913,515.742676
3,0.703980,0.455674,765.225464
4,0.702335,0.380900,1014.803772
5,0.699872,0.321016,1264.403931
6,0.674274,0.306166,1513.986328
7,0.661503,0.349884,1763.519531
8,0.666279,0.404927,2013.116577
9,0.677907,0.447948,2262.673828
10,0.694927,0.509279,2512.142822
11,0.710666,0.540650,2761.777832
12,0.699504,0.568555,3011.311523
13,0.638150,0.622360,3260.886230
14,0.599704,0.640436,3510.460938
15,0.567154,0.623279,3760.020508
16,0.535557,0.581142,4009.632812
17,0.516105,0.497446,4259.079590
18,0.502405,0.468119,4508.685059
