Idx, longitude, latitude, start timestamp
0,0.750037,0.470831,0.010201
1,0.750014,0.471659,266.120911
2,0.751415,0.472677,515.734131
3,0.762294,0.469099,765.266541
4,0.793317,0.459981,1014.867737
5,0.833045,0.460942,1264.506348
6,0.859133,0.476481,1514.024048
7,0.879980,0.499045,1763.609131
8,0.906535,0.519519,2013.116211
9,0.932763,0.531283,2262.805176
10,0.948657,0.538874,2512.257324
11,0.951079,0.541892,2761.817871
12,0.931026,0.541731,3011.328613
13,0.889107,0.546156,3277.595947
14,0.835539,0.547395,3527.226074
15,0.784161,0.542915,3760.105713
16,0.732910,0.534704,4009.720703
17,0.677193,0.524995,4259.165527
18,0.631728,0.518734,4508.791504
19,0.586670,0.509148,4758.321777
20,0.543251,0.498414,5024.611816
21,0.502507,0.499316,5274.045410
22,0.453975,0.505768,5523.651855
23,0.409936,0.512143,5773.204590
24,0.373247,0.522091,6022.784668
25,0.358843,0.530126,6272.396973
26,0.370548,0.534802,6521.878906
27,0.403271,0.530869,6771.521484
28,0.466935,0.518595,7004.395020
29,0.547531,0.505285,7253.985840
30,0.602884,0.506705,7503.523926
31,0.646615,0.515394,7786.395508
32,0.681224,0.524734,8019.254395
33,0.716209,0.534756,8285.500000
34,0.748010,0.544622,8501.753906
35,0.797019,0.555746,8751.398438
36,0.879086,0.565186,9000.846680
37,0.930038,0.566622,9250.491211
38,0.969696,0.557183,9516.702148
39,0.020462,0.548220,9766.236328
40,0.067669,0.542228,10015.846680
41,0.111190,0.546510,10265.327148
42,0.143798,0.551105,10514.976562
43,0.168686,0.558749,10764.442383
44,0.177826,0.558608,11014.051758
45,0.176654,0.551920,11346.833008
46,0.170162,0.549602,11579.706055
47,0.153895,0.551727,11829.278320
48,0.114352,0.557147,12062.148438
49,0.056354,0.555912,12295.055664
50,0.993543,0.550348,12544.677734
51,0.938216,0.549142,12777.673828
52,0.889550,0.532646,13027.130859
53,0.847359,0.530397,13276.790039
54,0.810699,0.523151,13526.247070
55,0.788926,0.515629,13775.909180
56,0.775224,0.518467,14008.782227
57,0.764127,0.520817,14258.445312
58,0.798563,0.518186,14507.899414
59,0.832911,0.512498,14757.522461
60,0.875309,0.520993,15006.978516
61,0.897471,0.522414,15289.864258
62,0.898975,0.523124,15539.533203
63,0.875376,0.520894,15788.983398
64,0.815481,0.513258,16021.983398
65,0.733601,0.502698,16271.479492
66,0.666773,0.502575,16521.076172
67,0.621737,0.502449,16770.609375
68,0.573100,0.499333,17003.617188
69,0.524971,0.505803,17253.103516
70,0.523165,0.505795,17535.984375
71,0.560315,0.505961,17752.220703
72,0.625636,0.508882,18001.847656
73,0.691328,0.519504,18284.714844
74,0.748621,0.522618,18500.955078
75,0.796651,0.519499,18767.197266
76,0.827243,0.523026,19016.705078
77,0.846450,0.523804,19266.312500
78,0.858283,0.514661,19515.796875
79,0.857154,0.484296,19782.029297
80,0.853297,0.439657,20031.503906
81,0.844536,0.388399,20281.160156
82,0.821663,0.345002,20514.033203
83,0.794772,0.316104,20763.660156
84,0.767550,0.298956,21013.259766
85,0.732570,0.284996,21262.775391
86,0.695440,0.276834,21512.390625
87,0.668430,0.279939,21761.882812
