Idx, longitude, latitude, start timestamp
0,0.779960,0.569780,299.566406
1,0.752994,0.534420,515.755432
2,0.807849,0.414831,865.146729
3,0.862920,0.368783,1214.483643
4,0.861608,0.375632,1297.709106
5,0.850900,0.382738,1430.817627
6,0.848399,0.365816,1696.937988
7,0.850866,0.310075,1979.858521
8,0.854076,0.302166,2295.951172
9,0.858960,0.425456,2778.422119
10,0.844435,0.396150,3061.341797
11,0.785395,0.661358,3377.412598
12,0.863646,0.533644,3743.534180
13,0.894502,0.444115,3993.037354
14,0.931992,0.510016,4309.164551
15,0.856231,0.435715,4558.691895
16,0.867486,0.439247,4758.330566
17,0.850619,0.458126,4941.321289
18,0.854904,0.474408,5257.387207
19,0.868463,0.398847,5556.909668
20,0.849746,0.385232,5823.176270
21,0.836534,0.411197,6189.187012
22,0.809463,0.532284,6738.261230
23,0.813102,0.568216,7054.337402
24,0.758723,0.568532,7387.124512
25,0.735899,0.540294,7603.353516
26,0.698807,0.623012,8019.228516
27,0.757098,0.505278,8235.708008
28,0.704567,0.509499,9001.059570
29,0.694476,0.511013,9117.364258
30,0.705275,0.615103,9400.277344
31,0.534354,0.617921,9882.749023
32,0.508786,0.631479,10082.379883
33,0.298999,0.704564,11063.979492
34,0.302066,0.688448,11230.335938
35,0.238569,0.673050,11596.418945
36,0.165605,0.608872,11812.751953
37,0.132808,0.577616,12079.015625
38,0.081373,0.577320,12328.498047
39,0.058696,0.653003,12578.041992
40,0.055456,0.693404,12860.807617
41,0.032244,0.584835,13160.409180
42,0.126283,0.541948,13592.943359
43,0.152008,0.531685,13809.211914
44,0.167122,0.527105,14108.728516
45,0.160536,0.468193,14491.303711
46,0.160623,0.397520,14674.444336
47,0.155531,0.388000,14890.670898
48,0.153056,0.372034,15223.492188
49,0.142520,0.348254,15772.429688
50,0.108824,0.326744,16005.399414
51,0.138588,0.403262,16388.072266
52,0.166449,0.549076,16670.855469
53,0.139098,0.559834,16837.283203
54,0.162071,0.522871,17236.552734
55,0.428487,0.558428,18434.505859
56,0.468357,0.552664,18700.666016
57,0.509138,0.581412,18883.578125
58,0.510468,0.577233,18983.529297
59,0.554848,0.546071,19149.820312
60,0.580044,0.492505,19299.611328
61,0.616102,0.540579,19848.654297
62,0.621662,0.541251,20081.701172
63,0.622289,0.540311,20796.923828
64,0.576745,0.483156,21146.404297
65,0.567888,0.481796,21412.626953
66,0.548305,0.511663,21795.244141
67,0.590293,0.443219,22061.449219
68,0.612980,0.420556,22294.457031
69,0.616895,0.388937,22660.453125
70,0.651322,0.362049,22876.675781
71,0.680352,0.366954,23192.818359
72,0.678003,0.365883,23292.701172
73,0.700975,0.435324,23508.937500
74,0.719226,0.405719,23924.925781
75,0.792718,0.451886,24207.640625
76,0.844419,0.429856,24557.029297
0,0.759354,0.419070,332.709137
1,0.868400,0.348169,765.300110
2,0.863679,0.293891,931.666016
3,0.841716,0.265290,1147.909790
4,0.840687,0.329204,1447.368530
5,0.857596,0.606969,2046.361572
6,0.837890,0.632374,2195.961426
7,0.824731,0.574535,2512.130127
8,0.947829,0.378314,3061.220703
9,0.982439,0.339338,3360.663818
10,0.034311,0.410093,3610.161377
11,0.072798,0.472958,3909.746582
12,0.097433,0.511871,4192.601074
13,0.225459,0.681059,4891.282715
14,0.323946,0.761960,5490.263184
15,0.339189,0.712218,5689.847168
16,0.332016,0.697968,5839.637207
17,0.338338,0.746989,6039.260254
18,0.571173,0.811959,6505.109375
19,0.470829,0.677552,6804.677246
20,0.468418,0.570643,7037.480469
21,0.351662,0.488550,7536.591797
22,0.325537,0.501421,7852.717285
23,0.340088,0.382118,8102.312988
24,0.339607,0.500846,8368.510742
25,0.523839,0.556949,8967.421875
26,0.588467,0.511579,9533.165039
27,0.620881,0.477323,9799.238281
28,0.632285,0.471565,10065.533203
29,0.633823,0.487625,10181.969727
30,0.637755,0.486433,10681.105469
31,0.541673,0.398536,11113.551758
32,0.522973,0.348777,11329.917969
33,0.472851,0.266645,11546.244141
34,0.423827,0.328268,11812.534180
35,0.331174,0.267752,12145.191406
36,0.304135,0.343713,12378.010742
37,0.247779,0.362694,12611.028320
38,0.195810,0.345903,12927.172852
39,0.169928,0.332350,13060.118164
40,0.057649,0.266391,13659.137695
41,0.032167,0.260441,13892.150391
42,0.950486,0.304518,14208.256836
43,0.938383,0.512574,15722.195312
44,0.783185,0.530973,16670.453125
45,0.693893,0.506246,18467.363281
46,0.695800,0.497775,18716.830078
0,0.740925,0.395339,49.935360
1,0.767935,0.458919,382.605560
2,0.813430,0.341778,1330.945435
3,0.768702,0.256698,1963.146118
4,0.736707,0.245601,2495.770996
5,0.645851,0.273479,2761.888672
6,0.576700,0.276129,3377.443604
7,0.523229,0.314846,3626.927246
8,0.488899,0.359205,3976.423096
9,0.489431,0.347928,4092.743652
10,0.502562,0.434187,4542.032715
11,0.283657,0.497148,5706.613281
12,0.181334,0.515553,6205.847168
13,0.240871,0.724835,6588.465820
14,0.321010,0.739931,6771.467773
15,0.343451,0.695224,6937.909180
16,0.414649,0.693738,7387.125977
17,0.475189,0.652856,7669.860352
18,0.536815,0.574080,8535.133789
19,0.463255,0.582988,8917.722656
20,0.277868,0.767766,9599.789062
21,0.142874,0.656002,10098.973633
22,0.104706,0.621681,10348.544922
23,0.100435,0.577288,10548.184570
24,0.077330,0.532190,10764.538086
25,0.050877,0.399937,11047.344727
26,0.015558,0.440383,11363.458984
27,0.049185,0.311720,11729.548828
28,0.057739,0.293229,11912.505859
29,0.064156,0.292196,12012.328125
30,0.050552,0.289613,12211.881836
31,0.100472,0.375771,12578.057617
32,0.108554,0.308443,12777.625000
33,0.080319,0.332965,13260.186523
34,0.033587,0.457138,13576.287109
35,0.036245,0.453103,13692.742188
36,0.034994,0.379146,14075.395508
37,0.033596,0.412572,14441.372070
38,0.019510,0.390632,14674.401367
39,0.116669,0.158665,15539.492188
40,0.736386,0.161650,19399.417969
41,0.909791,0.336416,20381.199219
42,0.907661,0.358066,20497.607422
43,0.888871,0.374079,20763.693359
44,0.841680,0.320495,21079.757812
45,0.982026,0.356178,21795.306641
46,0.000155,0.429129,22028.121094
47,0.055857,0.460723,22294.384766
48,0.022653,0.428348,22627.125000
49,0.026540,0.424424,22893.246094
50,0.007608,0.453684,23059.724609
51,0.816184,0.578875,24573.828125
52,0.810397,0.571481,24706.888672
53,0.821259,0.571149,24923.083984
0,0.759869,0.399256,382.618408
1,0.858199,0.227483,1014.836365
2,0.845680,0.259175,1231.217163
3,0.848896,0.127437,1414.235352
4,0.880987,0.111948,1613.833130
5,0.867593,0.577438,2312.617676
6,0.558230,0.497102,3577.029297
7,0.358700,0.669437,4791.548828
8,0.303319,0.645150,5091.174805
9,0.305246,0.635159,5190.928711
10,0.310604,0.575946,5340.676758
11,0.328600,0.541552,5773.236816
12,0.318818,0.679869,6022.796875
13,0.261857,0.706602,6405.507812
14,0.191966,0.496049,6688.235352
15,0.160556,0.482746,6971.092773
16,0.157553,0.495420,7220.733887
17,0.148909,0.512967,7619.987793
18,0.149475,0.484417,8119.117188
19,0.091071,0.516317,8302.135742
20,0.096252,0.507207,8401.978516
21,0.100645,0.441824,8684.852539
22,0.169569,0.452569,8867.854492
23,0.146464,0.338864,9034.195312
